id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
74,YEM-2012-1-784-122,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-05-14, Yemen battles rage, 37 Qaeda militants reported killed",,,,Yemeni official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,2,2,5/13/2012,5/14/2012,6,0,0,0,6,6,6
75,YEM-2011-1-784-35,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-04-29, Four killed in south Yemen violence",,,,Security officials,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,4/29/2011,4/29/2011,0,1,0,0,1,1,1
76,YEM-2011-1-784-74,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Associated Press Newswires, 2011-06-24, Car bomb kills 3 security personnel in southern Yemeni port city of Aden, Reuters News, 2011-06-25, UPDATE 2-Yemenis pray for end to deadlock, blast rocks Aden",,,,Government source,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,6/24/2011,6/24/2011,4,1,1,0,6,6,6
77,YEM-2011-1-784-78,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-06-29, Army officer killed in Aden car bomb attack",,,,Security source,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,6/23/2011,6/23/2011,1,0,0,0,1,1,1
78,YEM-2011-1-784-97,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-07-24, UPDATE 2-Car bomb in Yemen's Aden kills 9 soldiers, injures 21",,,,Officials and medical sources,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,7/24/2011,7/24/2011,9,1,0,0,10,10,10
79,YEM-2011-1-784-125,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-09-03, Suicide bomber kills 3 Yemen troops in Aden: military",,,,A military official,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,9/3/2011,9/3/2011,3,1,0,0,4,4,4
80,YEM-2011-1-784-163,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-28, Yemenis demand Saleh's trial amid deadly violence",,,,Police,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,10/28/2011,10/28/2011,1,0,0,0,1,1,1
81,YEM-2011-1-784-145,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-09-27, UPDATE 1-Yemen defence minister survives suicide attack",,,,Officials,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,9/27/2011,9/27/2011,0,1,0,0,1,1,1
82,YEM-2011-1-784-156,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-11, Colonel, policeman killed in Yemen attacks",,,,Police,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,10/11/2011,10/11/2011,1,1,0,0,2,2,2
83,YEM-2011-1-784-159,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-10-24, Two Yemeni troops, 3 militants dead in Yemen clashes",,,,A security source,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,10/24/2011,10/24/2011,2,0,0,0,2,2,2
84,YEM-2012-1-784-58,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-03-30, Two dead in south Yemen attack blamed on Qaeda",,,,Tribal sources,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,3/30/2012,3/30/2012,1,0,0,1,2,2,2
86,YEM-2012-1-784-65,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"BBC Monitoring Middle East, 2012-04-04, Yemeni Al-Islah Party official survives assassination attempt in Aden",,,,Opposition Yemeni Alliance for Reform newspaper Al-Sahwah website on 2 April,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,3/30/2012,3/30/2012,2,0,0,0,2,2,2
87,YEM-2012-1-784-68,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-04-06, Suicide blast near Yemen intelligence: ministry",,,,Defence ministry,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,4/6/2012,4/6/2012,0,2,0,0,2,2,2
88,YEM-2012-1-784-81,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-04-14, Qaeda attack kills 12 in Yemen's Aden: police",,,,Police,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,4/14/2012,4/14/2012,4,8,0,0,12,12,12
89,YEM-2012-1-784-189,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-06-18, Suicide bomber kills Yemen anti-Qaeda general",,,,Officials and medics,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,6/18/2012,6/18/2012,1,1,0,0,2,2,2
90,YEM-2012-1-784-231,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2012-09-22, UPDATE 1-Al Qaeda foe survives Yemen suicide bombing",,,,A security source and resident,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,9/22/2012,9/22/2012,0,1,0,0,1,1,1
91,YEM-2012-1-784-203,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Rueters News, 2012-07-19, Yemeni security official assassinated in Aden",,,,An official,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,7/19/2012,7/19/2012,1,0,0,0,1,1,1
92,YEM-2012-1-784-218,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Associated Press Newswires, 2012-08-18, Death toll rises to 20 in Yemen's suspected al-Qaida attack on intelligence building",,,,Witnesses,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,8/18/2012,8/18/2012,19,0,1,0,20,20,20
93,YEM-2012-1-784-234,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-10-02, 3 Qaeda suspects plotting south Yemen attack killed in raid",,,,A security official,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,10/2/2012,10/2/2012,0,3,0,0,3,3,3
100,YEM-2011-3-678-2,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-02-26, Two more die in Aden as security forces fire at protest, Agence France Presse, 2011-02-26, Four killed in police raid on Yemen demo , Agence France Presse, 2011-02-25, Tens of thousands rally across Yemen",,,,"Witnesses, medics",1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/25/2011,2/25/2011,0,0,4,0,4,4,4
101,YEM-2011-3-678-3,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-02-16, Two dead amid ongoing protest in Yemen",,,,HRW,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/16/2011,2/16/2011,0,0,1,0,1,1,1
102,YEM-2011-3-678-4,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-02-18, Grenade kills two Yemen protesters, toll hits 10 , Agence France Presse, 2011-02-18,Grenade kills two Yemen protesters, toll hits 10",,,,Medics,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/18/2011,2/18/2011,0,0,4,0,4,4,4
103,YEM-2011-3-678-5,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-02-20, One killed in Yemen's Aden amid anti-regime protests",,,,Medics and witnesses,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/20/2011,2/20/2011,0,0,1,0,1,1,1
104,YEM-2011-3-678-14,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-03-12, Fifth Yemeni demonstrator killed: hospital",,,,A local official,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,3/12/2011,3/12/2011,0,0,0,0,0,1,0
105,YEM-2011-3-678-15,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-03-12, Four Yemeni protesters killed in fresh unrest",,,,Medics and witnesses,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,3/12/2011,3/12/2011,0,0,1,0,1,1,1
106,YEM-2011-3-678-16,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Associated Press Newswires, 2011-03-12, Yemeni police open fire on anti-government protesters, killing 6, wounding more than 200",,,,Medics,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,3/12/2011,3/12/2011,0,0,1,0,1,1,1
107,YEM-2011-3-678-27,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-02-19, Youth killed, students wounded in Yemen clashes",,,,AFP,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/19/2011,2/19/2011,0,0,0,0,0,1,0
109,YEM-1994-1-375-60,1994,TRUE,Clear,1,402,402,Yemen (North Yemen): South Yemen,853,853,Government of Yemen (North Yemen) - Democratic Republic of Yemen,123,123,Government of Yemen (North Yemen),353,353,Democratic Republic of Yemen,-1,"Reuters 1994-06-16 ""Aden shelling kills 18, U.N. envoy in more talks",,,,Witnesses; Southern foreign minister,1,Ash Shaykh ‘Uthmān town,Ash Shaykh ‘Uthmān town,‘Adan governorate,Ash Shaykh ‘Uthmān district,12.876777,44.993094,POINT (44.993094 12.876777),148050,Yemen (North Yemen),678,Middle East,1,1,6/16/1994,6/16/1994,0,0,18,0,18,47,18
110,YEM-1994-1-375-84,1994,TRUE,Clear,1,402,402,Yemen (North Yemen): South Yemen,853,853,Government of Yemen (North Yemen) - Democratic Republic of Yemen,123,123,Government of Yemen (North Yemen),353,353,Democratic Republic of Yemen,-1,"Reuters 1994-06-28 ""Northern Yemenis launch new attack",,,,Southern official,2,‘Adan town,"‘Adan town (near, Adan's northern districts)",‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,6/28/1994,6/28/1994,0,0,6,0,6,8,6
112,YEM-1994-1-375-54,1994,TRUE,Clear,1,402,402,Yemen (North Yemen): South Yemen,853,853,Government of Yemen (North Yemen) - Democratic Republic of Yemen,123,123,Government of Yemen (North Yemen),353,353,Democratic Republic of Yemen,-1,"Reuters 1994-06-09 ""South Yemenis want U.N. envoy to visit Aden",,,,Southern vice-presiden,2,‘Adan town,"‘Adan town (near, 'Adan's northern suburbs)",‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,2,2,6/5/1994,6/9/1994,0,0,0,85,85,218,85
113,YEM-1994-1-375-47,1994,TRUE,Clear,1,402,402,Yemen (North Yemen): South Yemen,853,853,Government of Yemen (North Yemen) - Democratic Republic of Yemen,123,123,Government of Yemen (North Yemen),353,353,Democratic Republic of Yemen,-1,"Reuters 1994-06-05 ""Aden refinery attacked a second time, radio says",,,,Aden resident,1,‘Adan aş Şughrá town,‘Adan aş Şughrá town ('Adan's oil refinery),‘Adan governorate,Al Burayqah district,12.748889,44.883889,POINT (44.883889 12.748889),148050,Yemen (North Yemen),678,Middle East,1,1,6/5/1994,6/5/1994,0,0,0,2,2,2,2
114,YEM-2012-1-784-252,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"BBC Monitoring Middle East, 2012-12-03, Yemeni security seeks Al-Qa'idah-affiliated cell ""planning"" terrorist attack",,,,Official statements,2,Wādī Āl Abū Jubārah,Wādī Āl Abū Jubārah (valley),Şa‘dah governorate,Kitāf district,17.167168,44.251545,POINT (44.251545 17.167168),154529,Yemen (North Yemen),678,Middle East,1,1,11/28/2012,11/28/2012,0,3,0,0,3,3,3
116,YEM-1994-1-375-28,1994,TRUE,Clear,1,402,402,Yemen (North Yemen): South Yemen,853,853,Government of Yemen (North Yemen) - Democratic Republic of Yemen,123,123,Government of Yemen (North Yemen),353,353,Democratic Republic of Yemen,-1,"Reuters 1994-05-19 ""Yemen rivals battle for strategic base""; 1994-05-20 ""Northerners tighten grip around Aden",,,,"Witnesses, Wounded soldiers at the hospital",2,Al-Anad village,"Al-Anad village (near, Al-Anad base, 43 km from the outskirts of Aden)",Laḩij governorate,Al Ḩawţah district,13.210556,44.785,POINT (44.785 13.210556),148770,Yemen (North Yemen),678,Middle East,1,1,5/19/1994,5/19/1994,24,24,0,0,48,48,48
117,YEM-2012-1-784-225,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-09-05, Drone strike kills 5 'Qaeda' militants: Yemen official",,,,A security official,1,Al ‘Ayn village,Al ‘Ayn village,Ḩaḑramawt governorate,Al ‘Abr district,16,47.716667,POINT (47.716667 16),153096,Yemen (North Yemen),678,Middle East,1,1,9/5/2012,9/5/2012,0,5,0,0,5,5,5
118,YEM-2010-1-784-4,2010,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2010-01-15, Yemen Al-Qaeda chiefs killed in air attack: senior official",,,,A senior Yemeni official,1,Ajashir Knolls area,Ajashir Knolls area,Şa‘dah governorate,Kitāf district,17.183333,44.8,POINT (44.8 17.183333),154530,Yemen (North Yemen),678,Middle East,1,1,1/15/2010,1/15/2010,0,6,0,0,6,6,6
123,YEM-2012-1-784-48,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2012-03-12, 7 Qaeda militants, 3 policemen killed in Yemen onslaught",,,,Security officials,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,3/13/2012,3/13/2012,0,5,0,0,5,5,5
125,YEM-2012-1-784-137,2012,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Associated Press Newswires, 2012-05-19, Suspected US drone strike kills 2 militants in Yemen, while clashes in the south leave 34 dead",,,,Yemeni officials,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,5/19/2012,5/19/2012,0,2,0,0,2,2,2
126,YEM-2011-3-678-12,2011,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,-1,"Agence France Presse, 2011-04-25, Two shot dead, scores hurt at huge Yemen protests",,,,Medics and witnesses,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,4/25/2011,4/25/2011,0,0,1,0,1,1,1
